participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
gpt-5.1,29,42,42,What systematic biases related to cultural norms can be detected CJ outcomes?,What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
gpt-5.1,29,43,43,What systematic biases related to cultural norms can be detected CJ outcomes?,"To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
gpt-5.1,29,44,44,What systematic biases related to cultural norms can be detected CJ outcomes?,How can we model changes in CJ scores over time?
gpt-5.1,29,45,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?"
gpt-5.1,29,46,29,What systematic biases related to cultural norms can be detected CJ outcomes?,How do we get comparative judgement to be more accepted in a variety of disciplines?
gpt-5.1,29,47,47,What systematic biases related to cultural norms can be detected CJ outcomes?,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?"
gpt-5.1,29,48,48,What systematic biases related to cultural norms can be detected CJ outcomes?,What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?
gpt-5.1,29,49,29,What systematic biases related to cultural norms can be detected CJ outcomes?,What are best algorithms for scoring CJs in operational settings?
gpt-5.1,29,50,29,What systematic biases related to cultural norms can be detected CJ outcomes?,How to model socially desirable responding and faking in CJs statistically?
gpt-5.1,29,51,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
gpt-5.1,29,52,29,What systematic biases related to cultural norms can be detected CJ outcomes?,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
gpt-5.1,29,53,53,What systematic biases related to cultural norms can be detected CJ outcomes?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
gpt-5.1,29,54,54,What systematic biases related to cultural norms can be detected CJ outcomes?,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?"
gpt-5.1,29,55,55,What systematic biases related to cultural norms can be detected CJ outcomes?,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
gpt-5.1,29,56,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?"
gpt-5.1,29,57,29,What systematic biases related to cultural norms can be detected CJ outcomes?,Could CJ be used as a professional development tool?
gpt-5.1,29,58,58,What systematic biases related to cultural norms can be detected CJ outcomes?,What cognitive strategies do judges use when making pairwise comparisons?
gpt-5.1,29,59,29,What systematic biases related to cultural norms can be detected CJ outcomes?,What impact does the length of stimuli have on judgements?
gpt-5.1,29,60,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?"
